query_id,unit,metric,protocol,domain,independence_group,source_ref,native_unit_ref,source_cluster
i_6130fccefa4b35ed14c98796,i_4ca76150e0a02ff80a6abebc,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_089b40d91e7ff0b124d9a3b2,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-alr-neutral/state.json,positive-alr-neutral,construct:positive-alr
i_628fa69c7809939e21745cd3,i_a1baa42b66637512a0528ccb,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_a1baa42b66637512a0528ccb,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/ordinary_bypass-alr-prefix/state.json,ordinary_bypass-alr-prefix,construct:ordinary_bypass-alr
i_6880df708126373969d62e8f,i_11fcc57892f35fbe771209bb,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_a3e219b7ca77d97f40b3b6b8,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/real_grant-alr-neutral/state.json,real_grant-alr-neutral,construct:real_grant-alr
i_696cd8b21c99a2415ffb84cf,i_e1f96e6b1180e1c455eadeeb,RIR,chain_v1,CONTROLLED_CONSTRUCT,i_f50b6504e707e150a14c216f,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/missing_memory-original/state.json,missing_memory-original,construct:missing_memory
i_69af2513e56add276799d8f0,i_dd4323aa031b12e75489a425,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-identity/state.json,positive-identity,construct:positive
i_69b4e9d7242f0c42988bcee0,i_d5c17d6426951d9fdf1cb0a6,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-original/state.json,positive-original,construct:positive
i_6ae52a3d11d28c66bff0e24c,i_2046e758c08c25e731002136,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-original/state.json,negative-original,construct:negative
i_6c93f84fb6c9f518be21f1ac,i_d5c17d6426951d9fdf1cb0a6,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-original/state.json,positive-original,construct:positive
i_6da1969f9e27e62225f1a912,i_d5c17d6426951d9fdf1cb0a6,RIR,chain_v1,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-original/state.json,positive-original,construct:positive
i_6da7ff5f896485eb5a3c25ed,i_e2f54de6b83594d6de9e93e2,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_089b40d91e7ff0b124d9a3b2,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-alr-identity/state.json,positive-alr-identity,construct:positive-alr
i_6efcdeffaea983aa688933bd,i_7f5dc222c4a1e7c5e835bb2b,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-prefix/state.json,unknown_reason-alr-prefix,construct:unknown_reason-alr
i_6f61c67bba4c1473812a8607,i_cdb45cb3c238883872832af3,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_cdb45cb3c238883872832af3,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/legal_retention-prefix/state.json,legal_retention-prefix,construct:legal_retention
i_71a14bc565dd42f5ff142dcf,i_c828936c6a476e4e3088cfbd,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_a3e219b7ca77d97f40b3b6b8,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/real_grant-alr-identity/state.json,real_grant-alr-identity,construct:real_grant-alr
i_71a9550bd76d0f49ca5c84aa,i_6a76957a041ec89b57dd4e92,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-neutral/state.json,unknown_reason-alr-neutral,construct:unknown_reason-alr
i_724a8f4f9c9aa2d420fb6ab0,i_b884833678d52c5b19a90363,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-identity/state.json,negative-identity,construct:negative
i_726c2fa3c12ab2e72a3604ab,i_b884833678d52c5b19a90363,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-identity/state.json,negative-identity,construct:negative
i_75533ac930d59f1acb7338b6,i_8027f039c70205dea57a43e5,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_f50b6504e707e150a14c216f,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/missing_memory-neutral/state.json,missing_memory-neutral,construct:missing_memory
i_75c499560c697246de15b658,i_c2af97ca482dd5d15149c8ef,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_089b40d91e7ff0b124d9a3b2,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-alr-original/state.json,positive-alr-original,construct:positive-alr
i_7659c6403e137145ca9fe1c8,i_d5c17d6426951d9fdf1cb0a6,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-original/state.json,positive-original,construct:positive
i_7851bc420940399613adcf9a,i_1efc855b6892c38d31f705f4,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_cdb45cb3c238883872832af3,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/legal_retention-neutral/state.json,legal_retention-neutral,construct:legal_retention
i_7aa2b6ad6a03c28063faeaab,i_1efc855b6892c38d31f705f4,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_cdb45cb3c238883872832af3,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/legal_retention-neutral/state.json,legal_retention-neutral,construct:legal_retention
i_7bfd049e6c2e219f9c5b73d8,i_d5c17d6426951d9fdf1cb0a6,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-original/state.json,positive-original,construct:positive
i_7ca42f8a4bb0c066fc7c0c89,i_e1f96e6b1180e1c455eadeeb,RIR,legacy_v2,CONTROLLED_CONSTRUCT,i_f50b6504e707e150a14c216f,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/missing_memory-original/state.json,missing_memory-original,construct:missing_memory
i_7cc52abb5e23935f010e09a2,i_e2f54de6b83594d6de9e93e2,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_089b40d91e7ff0b124d9a3b2,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-alr-identity/state.json,positive-alr-identity,construct:positive-alr
i_7ef8da483c5caa1a7ac11db5,i_2046e758c08c25e731002136,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-original/state.json,negative-original,construct:negative
i_8159b06b1ef1906b6f45415a,i_2046e758c08c25e731002136,RIR,legacy_v2,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-original/state.json,negative-original,construct:negative
i_824f7c20b7cc4526ea468c89,i_e1f96e6b1180e1c455eadeeb,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_f50b6504e707e150a14c216f,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/missing_memory-original/state.json,missing_memory-original,construct:missing_memory
i_85160fcde1f61e25faf58953,i_e1f96e6b1180e1c455eadeeb,RIR,confirmed_prefix_v1,CONTROLLED_CONSTRUCT,i_f50b6504e707e150a14c216f,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/missing_memory-original/state.json,missing_memory-original,construct:missing_memory
i_888c316c5f3facda90785d43,i_a3e219b7ca77d97f40b3b6b8,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_a3e219b7ca77d97f40b3b6b8,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/real_grant-alr-prefix/state.json,real_grant-alr-prefix,construct:real_grant-alr
i_88ffce8313282deec34e47f3,i_7f5dc222c4a1e7c5e835bb2b,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-prefix/state.json,unknown_reason-alr-prefix,construct:unknown_reason-alr
i_8a0033399aa20878cb51ed32,i_7ece6ef457ed0db56a31f3b1,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-prefix/state.json,negative-prefix,construct:negative
i_8d32f41fee30bcc836b3a1a4,i_351ee8f4aef2b0c1cd85b94d,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_316b8848b21a9d93920e27c0,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/neutral_still_executes-alr-original/state.json,neutral_still_executes-alr-original,construct:neutral_still_executes-alr
i_8e3def8c0655d7bdb471d55f,i_744ecdb5520bb27b25b80a71,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-neutral/state.json,positive-neutral,construct:positive
i_8feab5551af35f852efa9907,i_ad0e7b1cfb51e02a1c210579,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-neutral/state.json,negative-neutral,construct:negative
i_90a5976c37ec2ac27ee0263c,i_744ecdb5520bb27b25b80a71,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-neutral/state.json,positive-neutral,construct:positive
i_90d17d37d86071a086057a00,i_1f35a7517e31a71da46d4db8,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-identity/state.json,unknown_reason-alr-identity,construct:unknown_reason-alr
i_93e085b3803326226957ec81,i_076cc90afc22d2f005d39de8,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_cdb45cb3c238883872832af3,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/legal_retention-original/state.json,legal_retention-original,construct:legal_retention
i_942d5ee17684bdd2402c3743,i_2046e758c08c25e731002136,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-original/state.json,negative-original,construct:negative
i_95382fa97cd0665307b8e88c,i_e0ca31ad23d202ed53f81dd4,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_a1baa42b66637512a0528ccb,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/ordinary_bypass-alr-neutral/state.json,ordinary_bypass-alr-neutral,construct:ordinary_bypass-alr
i_984665dab74c46060444c4f6,i_ad0e7b1cfb51e02a1c210579,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-neutral/state.json,negative-neutral,construct:negative
i_988298b41a762a69248058dd,i_cccd3f521bbc5147bee73928,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_a1baa42b66637512a0528ccb,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/ordinary_bypass-alr-identity/state.json,ordinary_bypass-alr-identity,construct:ordinary_bypass-alr
i_9a593a0c9a5ea8daed9b854b,i_e1f96e6b1180e1c455eadeeb,RIR,chain_v1,CONTROLLED_CONSTRUCT,i_f50b6504e707e150a14c216f,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/missing_memory-original/state.json,missing_memory-original,construct:missing_memory
i_9ad30275f240747c6bcffcf6,i_2a183b19c998a478db9c573f,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_cdb45cb3c238883872832af3,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/legal_retention-identity/state.json,legal_retention-identity,construct:legal_retention
i_9b1a9a4c6026397392cebae9,i_6a76957a041ec89b57dd4e92,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-neutral/state.json,unknown_reason-alr-neutral,construct:unknown_reason-alr
i_9b59f33aeaacafca627067ba,i_dd4323aa031b12e75489a425,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-identity/state.json,positive-identity,construct:positive
i_9bb14aad1df218c976359548,i_c2869d50d7250705607c271e,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_a1baa42b66637512a0528ccb,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/ordinary_bypass-alr-original/state.json,ordinary_bypass-alr-original,construct:ordinary_bypass-alr
i_9c0088028d823eff6ab733e4,i_2a183b19c998a478db9c573f,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_cdb45cb3c238883872832af3,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/legal_retention-identity/state.json,legal_retention-identity,construct:legal_retention
i_9cd58956e24639f9724c2ff2,i_1f35a7517e31a71da46d4db8,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-identity/state.json,unknown_reason-alr-identity,construct:unknown_reason-alr
i_9d10c8178afc916b72c6ec02,i_744ecdb5520bb27b25b80a71,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-neutral/state.json,positive-neutral,construct:positive
i_9e7987a24fa71fae24469c33,i_373f1c7d3f32bdeb88837b1a,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_a3e219b7ca77d97f40b3b6b8,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/real_grant-alr-original/state.json,real_grant-alr-original,construct:real_grant-alr
i_9f3a62690258bb5bb429d1c7,i_4d769d5d5e701f4bb44cf981,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_316b8848b21a9d93920e27c0,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/neutral_still_executes-alr-neutral/state.json,neutral_still_executes-alr-neutral,construct:neutral_still_executes-alr
i_a0013ebcccb0d13d688e005f,i_dd4323aa031b12e75489a425,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-identity/state.json,positive-identity,construct:positive
i_a08cf4448535a4cede0323ba,i_d5c17d6426951d9fdf1cb0a6,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-original/state.json,positive-original,construct:positive
i_a1192b594297a683c9c0a2b4,i_b884833678d52c5b19a90363,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-identity/state.json,negative-identity,construct:negative
i_a1a9794323afa54d88581aa8,i_1f35a7517e31a71da46d4db8,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-identity/state.json,unknown_reason-alr-identity,construct:unknown_reason-alr
i_a23ead4f1b054005ae062fb2,i_373f1c7d3f32bdeb88837b1a,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_a3e219b7ca77d97f40b3b6b8,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/real_grant-alr-original/state.json,real_grant-alr-original,construct:real_grant-alr
i_a2c223eb2bfc6c4b34c705ae,i_e1f96e6b1180e1c455eadeeb,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_f50b6504e707e150a14c216f,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/missing_memory-original/state.json,missing_memory-original,construct:missing_memory
i_a3bbbc0c74a302a8ecab4264,i_dd4323aa031b12e75489a425,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-identity/state.json,positive-identity,construct:positive
i_a54a80be6983ba83eea535f4,i_c828936c6a476e4e3088cfbd,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_a3e219b7ca77d97f40b3b6b8,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/real_grant-alr-identity/state.json,real_grant-alr-identity,construct:real_grant-alr
i_a7abd0b6b404071cf736ac8d,i_076cc90afc22d2f005d39de8,RIR,confirmed_prefix_v1,CONTROLLED_CONSTRUCT,i_cdb45cb3c238883872832af3,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/legal_retention-original/state.json,legal_retention-original,construct:legal_retention
i_a7af38c1db11e9cd80d0e7df,i_c2869d50d7250705607c271e,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_a1baa42b66637512a0528ccb,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/ordinary_bypass-alr-original/state.json,ordinary_bypass-alr-original,construct:ordinary_bypass-alr
i_aafcda8f4cbf285b3b078635,i_e1f96e6b1180e1c455eadeeb,RIR,legacy_v2,CONTROLLED_CONSTRUCT,i_f50b6504e707e150a14c216f,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/missing_memory-original/state.json,missing_memory-original,construct:missing_memory
i_ab5c93cf0549ef53beb7bc02,i_d5c17d6426951d9fdf1cb0a6,RIR,legacy_v2,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-original/state.json,positive-original,construct:positive
i_ab70f811caa7f7924abb3cbe,i_2046e758c08c25e731002136,RIR,legacy_v2,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-original/state.json,negative-original,construct:negative
i_aba0e3463f56fe3581c57221,i_27b0aa3c91188386cff80d66,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_316b8848b21a9d93920e27c0,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/neutral_still_executes-alr-identity/state.json,neutral_still_executes-alr-identity,construct:neutral_still_executes-alr
i_abe93101f054cfb2b34c773d,i_373f1c7d3f32bdeb88837b1a,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_a3e219b7ca77d97f40b3b6b8,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/real_grant-alr-original/state.json,real_grant-alr-original,construct:real_grant-alr
i_abebdf9992d6c0ee206ad590,i_2046e758c08c25e731002136,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-original/state.json,negative-original,construct:negative
i_abfe5f037ae7674d80018968,i_c2869d50d7250705607c271e,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_a1baa42b66637512a0528ccb,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/ordinary_bypass-alr-original/state.json,ordinary_bypass-alr-original,construct:ordinary_bypass-alr
i_ac665a143556666efb09ce13,i_2a183b19c998a478db9c573f,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_cdb45cb3c238883872832af3,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/legal_retention-identity/state.json,legal_retention-identity,construct:legal_retention
i_acaff52b63d6e73aa1a016d6,i_076cc90afc22d2f005d39de8,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_cdb45cb3c238883872832af3,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/legal_retention-original/state.json,legal_retention-original,construct:legal_retention
i_accb778957760a3501463498,i_bc02a58c558f6bdf8c5a300a,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-prefix/state.json,positive-prefix,construct:positive
i_acd7cc6b09befeacf15a3021,i_e0ca31ad23d202ed53f81dd4,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_a1baa42b66637512a0528ccb,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/ordinary_bypass-alr-neutral/state.json,ordinary_bypass-alr-neutral,construct:ordinary_bypass-alr
i_ad90de511d2584ba33c6a154,i_d5c17d6426951d9fdf1cb0a6,RIR,legacy_v2,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-original/state.json,positive-original,construct:positive
i_ade85dbdb583f36cf1de70dd,i_a1baa42b66637512a0528ccb,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_a1baa42b66637512a0528ccb,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/ordinary_bypass-alr-prefix/state.json,ordinary_bypass-alr-prefix,construct:ordinary_bypass-alr
i_ae785a6c8d86f8344201a3ff,i_b884833678d52c5b19a90363,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-identity/state.json,negative-identity,construct:negative
i_b1a9f5768d983891ba58c38b,i_12f8e542b4e3731290eb5b8d,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-original/state.json,unknown_reason-alr-original,construct:unknown_reason-alr
i_b376e455ba20e41d319eeefa,i_4ca76150e0a02ff80a6abebc,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_089b40d91e7ff0b124d9a3b2,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-alr-neutral/state.json,positive-alr-neutral,construct:positive-alr
i_b46c68965011c50910b050d0,i_d5c17d6426951d9fdf1cb0a6,RIR,confirmed_prefix_v1,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-original/state.json,positive-original,construct:positive
i_b61998fd93f82b002eaf4f33,i_27b0aa3c91188386cff80d66,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_316b8848b21a9d93920e27c0,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/neutral_still_executes-alr-identity/state.json,neutral_still_executes-alr-identity,construct:neutral_still_executes-alr
i_b66bcfeed439826742fdc61f,i_4d769d5d5e701f4bb44cf981,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_316b8848b21a9d93920e27c0,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/neutral_still_executes-alr-neutral/state.json,neutral_still_executes-alr-neutral,construct:neutral_still_executes-alr
i_b815a79f7183c96eb78173b5,i_11fcc57892f35fbe771209bb,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_a3e219b7ca77d97f40b3b6b8,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/real_grant-alr-neutral/state.json,real_grant-alr-neutral,construct:real_grant-alr
i_b8c0c644a94ec5b5a3f08a05,i_12f8e542b4e3731290eb5b8d,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-original/state.json,unknown_reason-alr-original,construct:unknown_reason-alr
i_b8c388366282ff669aa19d75,i_dd4323aa031b12e75489a425,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_bc02a58c558f6bdf8c5a300a,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-identity/state.json,positive-identity,construct:positive
i_b9aa04cc8be0ed1721610290,i_e2f54de6b83594d6de9e93e2,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_089b40d91e7ff0b124d9a3b2,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/positive-alr-identity/state.json,positive-alr-identity,construct:positive-alr
i_ba038be129de230db242acbe,i_e1f96e6b1180e1c455eadeeb,ALR,P3R_identity_guard,CONTROLLED_CONSTRUCT,i_f50b6504e707e150a14c216f,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/missing_memory-original/state.json,missing_memory-original,construct:missing_memory
i_bb65157d1363e36d0f619e92,i_1f35a7517e31a71da46d4db8,TaskSuccess,mechanical_public_obligations,CONTROLLED_CONSTRUCT,i_7f5dc222c4a1e7c5e835bb2b,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/unknown_reason-alr-identity/state.json,unknown_reason-alr-identity,construct:unknown_reason-alr
i_bc7e312cf3106e4344960afc,i_316b8848b21a9d93920e27c0,ALR,T11_explicit_reason,CONTROLLED_CONSTRUCT,i_316b8848b21a9d93920e27c0,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/neutral_still_executes-alr-prefix/state.json,neutral_still_executes-alr-prefix,construct:neutral_still_executes-alr
i_bd1f14f0e1701c411f7b0147,i_27b0aa3c91188386cff80d66,UEA,actual_receipt_and_authorization,CONTROLLED_CONSTRUCT,i_316b8848b21a9d93920e27c0,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/neutral_still_executes-alr-identity/state.json,neutral_still_executes-alr-identity,construct:neutral_still_executes-alr
i_bdb06c8f791b1267593ca160,i_2046e758c08c25e731002136,RIR,confirmed_prefix_v1,CONTROLLED_CONSTRUCT,i_7ece6ef457ed0db56a31f3b1,论文材料/P3_机制测量/p3r-20260917-103400/construct/execution-v1/negative-original/state.json,negative-original,construct:negative
