query_id,unit,metric,protocol,domain,independence_group,source_ref,native_unit_ref,source_cluster
i_01eca4be435cd4128e8cbc9b,i_f61b869c24ca9a93d7ff7db1,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_f61b869c24ca9a93d7ff7db1,datasets/t18-local/scripted/cores/c083.json,t18-scripted-m2-neutral.universal_enforce.on,source-block:datasets/t18-local/scripted/cores/c083.json
i_da764228cd60a30f475c2b98,i_221ed78a512eb3bfc91702ce,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_221ed78a512eb3bfc91702ce,datasets/t17-v2/stages/g/core-trials.jsonl#L328,run-fcbcd20d63249692fd7789db,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_13d70ae458754fb663891751,i_6a3b8ad7eb240fd6f060fb50,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_6a3b8ad7eb240fd6f060fb50,datasets/t18-local/scripted/cores/c207.json,t18-scripted-ha-attack.evidence_router.on,source-block:datasets/t18-local/scripted/cores/c207.json
i_12c108ac327a11a0ee70e237,i_767cd56c49ddfe6617d474be,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_767cd56c49ddfe6617d474be,datasets/t17-v2/stages/f/core-trials.jsonl#L41,run-6ea49ac4006fa53911aa776b,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_87621f2906eb0a81e5978e75,i_9a915db9c8ff31bdd9dec070,ALR,T11_explicit_reason,T18_SCRIPTED,i_9a915db9c8ff31bdd9dec070,datasets/t18-local/scripted/cores/c097.json,t18-scripted-a1-attack.all_defenses.on,source-block:datasets/t18-local/scripted/cores/c097.json
i_5916c0f1ef164868554032f4,i_336eea938f8dbcab708bc10f,CI,precise_control_semantics,HISTORICAL_LIVE,i_336eea938f8dbcab708bc10f,datasets/t17-v2/stages/h/replay-pairs.jsonl#L49,t17-live-reference-v2-defense-c1-context-grid-p11-defense-enforce-s02-r1--replay--context-input,source-block:datasets/t17-v2/stages/h/replay-pairs.jsonl
i_65fbbff614d7dc9186a08a53,i_a39ad6ed309def2fc185e466,RIR,chain_v1,HISTORICAL_LIVE,i_a39ad6ed309def2fc185e466,datasets/t17-v2/stages/g/core-trials.jsonl#L268,run-bbb62199a9e300b74944ea23,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_a40317ee479ae641adad8a6a,i_029fd9ad1b013ee7af9b087d,RIR,chain_v1,T18_SCRIPTED,i_029fd9ad1b013ee7af9b087d,datasets/t18-local/scripted/cores/c186.json,t18-scripted-hm-attack.causal_only.on,source-block:datasets/t18-local/scripted/cores/c186.json
i_503d101426a3e4f3bd3b04a4,i_e102e6955980b23de517a36a,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_e102e6955980b23de517a36a,datasets/t17-v2/stages/f/core-trials.jsonl#L83,run-b49ace27c5352f761ed7e3f0,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_c045f6a2e9efba1beae3358b,i_4db6666e784c9cd3d9d2b17c,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_4db6666e784c9cd3d9d2b17c,datasets/t18-local/scripted/cores/c205.json,t18-scripted-ha-attack.all_defenses.on,source-block:datasets/t18-local/scripted/cores/c205.json
i_5861c6a0d621fa5c074fbe6f,i_b53ebf32c111e55cbecfdc7d,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_b53ebf32c111e55cbecfdc7d,datasets/t17-v2/stages/h/core-trials.jsonl#L173,run-5b184fe3a55d6b5e7e3ccbb2,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_c95ac8d16c70dd95dbf5c258,i_c1633f5f3de3a2e5b54cc34f,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_c1633f5f3de3a2e5b54cc34f,datasets/t18-local/scripted/cores/c228.json,t18-scripted-a2-benign-control.evidence_router.on,source-block:datasets/t18-local/scripted/cores/c228.json
i_debd326d80a3860f19182bbf,i_099812d2c2b944e63062f805,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_099812d2c2b944e63062f805,datasets/t17-v2/stages/h/core-trials.jsonl#L152,run-f8ae35f87af21a723e6090c6,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_6b02c54a0ceaba6363a74e72,i_7f1f2a84fdf1e781c1ad2898,ALR,P3R_identity_guard,T18_SCRIPTED,i_7f1f2a84fdf1e781c1ad2898,datasets/t18-local/scripted/cores/c200.json,t18-scripted-ha-attack.universal_enforce.on,source-block:datasets/t18-local/scripted/cores/c200.json
i_9b10b8d72251797f24055446,i_c7463da5e24e87e7014eda29,CI,legacy_object_ablation,HISTORICAL_LIVE,i_c7463da5e24e87e7014eda29,datasets/t17-v2/stages/f/replay-pairs.jsonl#L115,t17-live-reference-v2-model1-c2-tool-return-grid-p11-s04-r1--replay--tool-return,source-block:datasets/t17-v2/stages/f/replay-pairs.jsonl
i_cba56698393ec3e910ee8ae2,i_0292e0bf71ed324801c0c1e2,RIR,confirmed_prefix_v1,HISTORICAL_LIVE,i_0292e0bf71ed324801c0c1e2,datasets/t17-v2/stages/h/core-trials.jsonl#L209,run-22ae7a6fde17ee937fe13797,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_cbbe017e9e2b7e706fcafe04,i_5274ac5b87dc8a8a08374eb2,RIR,confirmed_prefix_v1,T18_SCRIPTED,i_5274ac5b87dc8a8a08374eb2,datasets/t18-local/scripted/cores/c187.json,t18-scripted-hm-attack.all_defenses.on,source-block:datasets/t18-local/scripted/cores/c187.json
i_729021241f037ca7d2ec5efd,i_d667b32e32098355444a327c,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_d667b32e32098355444a327c,datasets/t17-v2/stages/h/core-trials.jsonl#L115,run-6ddd724f151fad44b46c31c9,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_353e9c1c1a81d80965260ca5,i_a21e95a13723bd477002afb5,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_a21e95a13723bd477002afb5,datasets/t18-local/scripted/cores/c093.json,t18-scripted-a1-attack.task_alignment_only.on,source-block:datasets/t18-local/scripted/cores/c093.json
i_abe9f10118b2940149957a98,i_f916ecd1df0b1e31d7762ab2,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_f916ecd1df0b1e31d7762ab2,datasets/t17-v2/stages/f/core-trials.jsonl#L202,run-4c32d69fadb9d3a531a9c673,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_fa4cf8ceaadc7d54a215ae5f,i_677cb330c878cbdc7adaac5c,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_677cb330c878cbdc7adaac5c,datasets/t18-local/scripted/cores/c199.json,t18-scripted-ha-attack.monitor.on,source-block:datasets/t18-local/scripted/cores/c199.json
i_264035c4220bf47eac7bc143,i_cbd3e90b3977982f8e78ecef,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_cbd3e90b3977982f8e78ecef,datasets/t17-v2/stages/g/core-trials.jsonl#L45,run-a7559e08c63a878c73c80e02,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_9ec99e73113bb1152c2ca3c1,i_a9c1a8bf909410e8e9253e99,ALR,P3R_identity_guard,T18_SCRIPTED,i_a9c1a8bf909410e8e9253e99,datasets/t18-local/scripted/cores/c227.json,t18-scripted-a2-benign-control.all_defenses.on,source-block:datasets/t18-local/scripted/cores/c227.json
i_1f6502c5862015ffa44d327e,i_e87b2840b8fb9d58ae9cc71d,CI,legacy_object_ablation,HISTORICAL_LIVE,i_e87b2840b8fb9d58ae9cc71d,datasets/t17-v2/stages/h/replay-pairs.jsonl#L74,t17-live-reference-v2-defense-c2-tool-return-grid-p00-defense-enforce-s05-r2--replay--tool-return,source-block:datasets/t17-v2/stages/h/replay-pairs.jsonl
i_55bf2659fe99da0260411895,i_014c8d6275c166cdf947de87,RIR,confirmed_prefix_v1,HISTORICAL_LIVE,i_014c8d6275c166cdf947de87,datasets/t17-v2/stages/f/core-trials.jsonl#L246,run-bb98053ed921b2a7848ccf4d,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_fbc51a9e6a8e068d1bf0a1db,i_689a655b9822cb6ba5c3e788,RIR,confirmed_prefix_v1,T18_SCRIPTED,i_689a655b9822cb6ba5c3e788,datasets/t18-local/scripted/cores/c191.json,t18-scripted-hm-neutral.universal_enforce.on,source-block:datasets/t18-local/scripted/cores/c191.json
i_46e57e924a9027285329180b,i_a330d31cf1cd5347837756a3,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_a330d31cf1cd5347837756a3,datasets/t17-v2/stages/g/core-trials.jsonl#L305,run-a6bb43f71a342b10c8bce02e,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_f65471abf2fa1014fdcf003a,i_c68afa4146cf14547e747ea0,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_c68afa4146cf14547e747ea0,datasets/t18-local/scripted/cores/c192.json,t18-scripted-hm-neutral.task_alignment_only.on,source-block:datasets/t18-local/scripted/cores/c192.json
i_85df6351cd3531611f52601a,i_476a9399aebda4880ca4cb2c,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_476a9399aebda4880ca4cb2c,datasets/t17-v2/stages/g/core-trials.jsonl#L154,run-63c3fab77374d5ec749d27d7,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_67e9938ecd0b7f35afd8c9bc,i_1af81fd4d06043516100f099,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_1af81fd4d06043516100f099,datasets/t18-local/scripted/cores/c198.json,t18-scripted-hm-neutral.evidence_router.on,source-block:datasets/t18-local/scripted/cores/c198.json
i_c449271c76cfe64bc0b1b36b,i_d542f46ea668f619a34ed3ba,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_d542f46ea668f619a34ed3ba,datasets/t17-v2/stages/g/core-trials.jsonl#L69,run-04f24628a5780cef6c9b1eb7,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_beeff112a7c7c180b2eba7cb,i_9b57f754c42f1c760a5683df,ALR,T11_explicit_reason,T18_SCRIPTED,i_9b57f754c42f1c760a5683df,datasets/t18-local/scripted/cores/c183.json,t18-scripted-hm-attack.task_alignment_only.on,source-block:datasets/t18-local/scripted/cores/c183.json
i_5dfef2ccc91a768b19145a92,i_d8e52d5d7e6d30adc5c5e7a0,CI,precise_control_semantics,HISTORICAL_LIVE,i_d8e52d5d7e6d30adc5c5e7a0,datasets/t17-v2/stages/f/replay-pairs.jsonl#L81,t17-live-reference-v2-model1-c2-tool-return-grid-p01-s02-r3--replay--tool-return,source-block:datasets/t17-v2/stages/f/replay-pairs.jsonl
i_3044d2aa794b80b91141ec4a,i_d904fa522ade2ed54b0e5f53,RIR,chain_v1,HISTORICAL_LIVE,i_d904fa522ade2ed54b0e5f53,datasets/t17-v2/stages/g/core-trials.jsonl#L256,run-2cc3283e2574bb0f977a7227,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_4115fe9c63090ff04c147ab0,i_0a77fb70fae8154f0b6ce041,RIR,chain_v1,T18_SCRIPTED,i_0a77fb70fae8154f0b6ce041,datasets/t18-local/scripted/cores/c084.json,t18-scripted-m2-neutral.task_alignment_only.on,source-block:datasets/t18-local/scripted/cores/c084.json
i_67ec8aef86b0a2184f897e24,i_47fc65ffc14472094ad68999,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_47fc65ffc14472094ad68999,datasets/t17-v2/stages/f/core-trials.jsonl#L137,run-367fa8432376954d488aff0b,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_81b13b9bfb9da8cc86b444d0,i_4500b03001aba55d845ecb78,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_4500b03001aba55d845ecb78,datasets/t18-local/scripted/cores/c189.json,t18-scripted-hm-attack.evidence_router.on,source-block:datasets/t18-local/scripted/cores/c189.json
i_da9e8ffb6062e3b911db5bf5,i_d3c47af432dc659d48be7dcc,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_d3c47af432dc659d48be7dcc,datasets/t17-v2/stages/f/core-trials.jsonl#L274,run-8eccb25bf71f19c1db9874ee,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_9e54bc724981b900d2aff1c6,i_64cb6b766ddf9b383d0514e2,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_64cb6b766ddf9b383d0514e2,datasets/t18-local/scripted/cores/c075.json,t18-scripted-m2-attack.task_alignment_only.on,source-block:datasets/t18-local/scripted/cores/c075.json
i_024e6f8cae3fb4f979bfb541,i_bb3b8094958c662cba3191f2,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_bb3b8094958c662cba3191f2,datasets/t17-v2/stages/h/core-trials.jsonl#L132,run-a63b464cc9a1f0d160af8299,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_57575310c47a885115922274,i_5e4fbc12af07bff66b148009,ALR,T11_explicit_reason,T18_SCRIPTED,i_5e4fbc12af07bff66b148009,datasets/t18-local/scripted/cores/c096.json,t18-scripted-a1-attack.causal_only.on,source-block:datasets/t18-local/scripted/cores/c096.json
i_7b20b3437399ef7ddad59701,i_2bb9913ca4f4f9c706136075,CI,precise_control_semantics,HISTORICAL_LIVE,i_2bb9913ca4f4f9c706136075,datasets/t17-v2/stages/g/replay-pairs.jsonl#L237,t17-live-reference-v2-model2-m2-target-revoked-s05-r2--replay--m2-memory-1,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_6cb9c700c914cbd582d32852,i_b0db69c093a145c76c9b8684,RIR,legacy_v2,HISTORICAL_LIVE,i_b0db69c093a145c76c9b8684,datasets/t17-v2/stages/g/core-trials.jsonl#L263,run-60c1e6ae421525e143d7c16e,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_8606de9e741d9005740fea9c,i_d5058783a773195c2630fb42,RIR,legacy_v2,T18_SCRIPTED,i_d5058783a773195c2630fb42,datasets/t18-local/scripted/cores/c184.json,t18-scripted-hm-attack.tdg_only.on,source-block:datasets/t18-local/scripted/cores/c184.json
i_e77f1e6a0dbaeabf581ead8b,i_f399b3b434b1f5a6d5c90473,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_f399b3b434b1f5a6d5c90473,datasets/t17-v2/stages/g/core-trials.jsonl#L113,run-e936927c786140d5751e3bc1,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_c7ebc93b3e2c300c6c7bb087,i_27ebbacd933d957aee4038f4,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_27ebbacd933d957aee4038f4,datasets/t18-local/scripted/cores/c099.json,t18-scripted-a1-attack.evidence_router.on,source-block:datasets/t18-local/scripted/cores/c099.json
i_901e610b54eb93eb0cc57267,i_c7096b0c7ae621c2f5178dc8,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_c7096b0c7ae621c2f5178dc8,datasets/t17-v2/stages/f/core-trials.jsonl#L214,run-e5c216163c46d147674e6302,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_babc7cb50499813fca3d67bb,i_544ffb42c181c5df2e2a5fdb,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_544ffb42c181c5df2e2a5fdb,datasets/t18-local/scripted/cores/c085.json,t18-scripted-m2-neutral.tdg_only.on,source-block:datasets/t18-local/scripted/cores/c085.json
i_a68ea23acc8bb1978b28c474,i_6172a3ca6a8240098052d1af,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_6172a3ca6a8240098052d1af,datasets/t17-v2/stages/h/core-trials.jsonl#L40,run-7b56c8fe93857eb38c62ff24,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_3f4ceae21e2e9a1943114298,i_a13d8eb8c1e683c48e75fa79,ALR,P3R_identity_guard,T18_SCRIPTED,i_a13d8eb8c1e683c48e75fa79,datasets/t18-local/scripted/cores/c197.json,t18-scripted-hm-neutral.oracle_router.on,source-block:datasets/t18-local/scripted/cores/c197.json
i_b7e6f847161dea8a065cee30,i_3cba6ae7b3842d104b6a8019,CI,precise_control_semantics,HISTORICAL_LIVE,i_3cba6ae7b3842d104b6a8019,datasets/t17-v2/stages/g/replay-pairs.jsonl#L210,t17-live-reference-v2-model2-m2-control-normal-s05-r3--replay--m2-memory-3,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_c0c84d18e536438de01d80d7,i_2b227cf4a3022219f4fb9edc,RIR,chain_v1,HISTORICAL_LIVE,i_2b227cf4a3022219f4fb9edc,datasets/t17-v2/stages/g/core-trials.jsonl#L244,run-0bb0b9fd7f968aca3edb95e4,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_8c8b0ffc90c70653506e60da,i_819d0d7bef16fc0331862744,RIR,legacy_v2,T18_SCRIPTED,i_819d0d7bef16fc0331862744,datasets/t18-local/scripted/cores/c088.json,t18-scripted-m2-neutral.all_defenses.on,source-block:datasets/t18-local/scripted/cores/c088.json
i_82fbdcec63cbe1d63619a2e4,i_7f4156edfcbd29b56b41631f,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_7f4156edfcbd29b56b41631f,datasets/t17-v2/stages/g/core-trials.jsonl#L252,run-c89a4dec8e6e102a24da22ac,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_5080fef75f6f46890bb80c2f,i_fbff83ddd0aae173cce62695,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_fbff83ddd0aae173cce62695,datasets/t18-local/scripted/cores/c092.json,t18-scripted-a1-attack.universal_enforce.on,source-block:datasets/t18-local/scripted/cores/c092.json
i_d6449b4d0ce93ece25673b46,i_e3d90fb977fb99d1318e2c8f,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_e3d90fb977fb99d1318e2c8f,datasets/t17-v2/stages/f/core-trials.jsonl#L197,run-37e830d0007c315ae019bab8,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_263ae94e49f780842a449c24,i_5dc3fdf86990ea429b5ba8db,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_5dc3fdf86990ea429b5ba8db,datasets/t18-local/scripted/cores/c195.json,t18-scripted-hm-neutral.causal_only.on,source-block:datasets/t18-local/scripted/cores/c195.json
i_83a6a41d9db6cef7fe48cf87,i_e5e0ea35cc2efe8f2f4fc54c,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_e5e0ea35cc2efe8f2f4fc54c,datasets/t17-v2/stages/f/core-trials.jsonl#L191,run-e769211e20a306230053ce54,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_5df808e9225c7a03f784a209,i_9b1b4d68b40e1538263da33d,ALR,T11_explicit_reason,T18_SCRIPTED,i_9b1b4d68b40e1538263da33d,datasets/t18-local/scripted/cores/c094.json,t18-scripted-a1-attack.tdg_only.on,source-block:datasets/t18-local/scripted/cores/c094.json
i_5a32ca9533e15d4dadfc6ead,i_80329f8592a619dfe974c530,CI,legacy_object_ablation,HISTORICAL_LIVE,i_80329f8592a619dfe974c530,datasets/t17-v2/stages/f/replay-pairs.jsonl#L140,t17-live-reference-v2-model1-g0-drop-memory-s02-r2--replay--memory-read,source-block:datasets/t17-v2/stages/f/replay-pairs.jsonl
i_b9f472771ac18bacf332a601,i_6620c59e91d33e8c6c822c06,RIR,chain_v1,HISTORICAL_LIVE,i_6620c59e91d33e8c6c822c06,datasets/t17-v2/stages/g/core-trials.jsonl#L262,run-a044be6f8f19083e61efd1bb,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_bba88a3a811345020ca6c079,i_92f8ecf1257c5fadc3e89ccb,RIR,chain_v1,T18_SCRIPTED,i_92f8ecf1257c5fadc3e89ccb,datasets/t18-local/scripted/cores/c188.json,t18-scripted-hm-attack.oracle_router.on,source-block:datasets/t18-local/scripted/cores/c188.json
i_f1bff156ad414bf7a46e1321,i_3bff2fbaa5b364d363c22677,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_3bff2fbaa5b364d363c22677,datasets/t17-v2/stages/f/core-trials.jsonl#L156,run-96e8d86296e0188fda443307,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_2a4509559d797b85e1b32291,i_bbf04c6328f4e63ac7c30172,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_bbf04c6328f4e63ac7c30172,datasets/t18-local/scripted/cores/c081.json,t18-scripted-m2-attack.evidence_router.on,source-block:datasets/t18-local/scripted/cores/c081.json
i_7375cb6eaeda01d3a176c0c1,i_b806123ca8819b797934b949,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_b806123ca8819b797934b949,datasets/t17-v2/stages/f/core-trials.jsonl#L198,run-9da5a92bec8abf8def277480,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_15ba9a6c0067de4602326a2f,i_ec739f2a4c51188dd6c526f8,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_ec739f2a4c51188dd6c526f8,datasets/t18-local/scripted/cores/c095.json,t18-scripted-a1-attack.drift_isolation_only.on,source-block:datasets/t18-local/scripted/cores/c095.json
i_04d7d8fc6fbeab716faa9861,i_0675aacd2f92cfd9c8be3815,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_0675aacd2f92cfd9c8be3815,datasets/t17-v2/stages/f/core-trials.jsonl#L115,run-3f9221a88444b26506494460,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_9738648b76f92b2caec0168c,i_ce6d4cc126aa2120ba5613f7,ALR,P3R_identity_guard,T18_SCRIPTED,i_ce6d4cc126aa2120ba5613f7,datasets/t18-local/scripted/cores/c201.json,t18-scripted-ha-attack.task_alignment_only.on,source-block:datasets/t18-local/scripted/cores/c201.json
i_0b7c47196f07baddb6537733,i_54ecd9710bcfcaf22b027078,CI,legacy_object_ablation,HISTORICAL_LIVE,i_54ecd9710bcfcaf22b027078,datasets/t17-v2/stages/g/replay-pairs.jsonl#L105,t17-live-reference-v2-model2-c2-tool-return-grid-p10-s05-r3--replay--tool-return,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_0cab8aadaf383540a6ca21d6,i_9dcb1ec0c23dbc780291b8b7,RIR,legacy_v2,HISTORICAL_LIVE,i_9dcb1ec0c23dbc780291b8b7,datasets/t17-v2/stages/f/core-trials.jsonl#L261,run-a82f3edcccdd276737d37be8,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_a7e60e2ebe2a0b4eb99f432c,i_8db497a0cb78b123a6d3b989,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_8db497a0cb78b123a6d3b989,datasets/t17-v2/stages/f/core-trials.jsonl#L110,run-71f2455d860fb6652084e17c,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_d59f9b5f63b4a04be75f120f,i_3e819ed08aa34b3afb757bd9,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_3e819ed08aa34b3afb757bd9,datasets/t18-local/scripted/cores/c091.json,t18-scripted-a1-attack.monitor.on,source-block:datasets/t18-local/scripted/cores/c091.json
i_54f3aacdd13f70734e006b19,i_9a8ad5a71c0afc4ded7340ba,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_9a8ad5a71c0afc4ded7340ba,datasets/t17-v2/stages/f/core-trials.jsonl#L228,run-a2cd3eb115bf99ea43985627,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_6dd862773f8d346e8ece6823,i_8151d48ec5fcc2209f30e51e,UEA,actual_receipt_and_authorization,T18_SCRIPTED,i_8151d48ec5fcc2209f30e51e,datasets/t18-local/scripted/cores/c206.json,t18-scripted-ha-attack.oracle_router.on,source-block:datasets/t18-local/scripted/cores/c206.json
i_c2e8f319284e1e1d63cc6629,i_0992c6cec29a5d42f49fd459,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_0992c6cec29a5d42f49fd459,datasets/t17-v2/stages/h/core-trials.jsonl#L67,run-e9290a84d0bafaf094894399,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_ace337f2298f732234e59ece,i_19b63d999e24d81540bed1dc,ALR,T11_explicit_reason,T18_SCRIPTED,i_19b63d999e24d81540bed1dc,datasets/t18-local/scripted/cores/c203.json,t18-scripted-ha-attack.drift_isolation_only.on,source-block:datasets/t18-local/scripted/cores/c203.json
i_78cfbe748ada6abe347830ac,i_89fb7496255d98f1b8594ba4,CI,precise_control_semantics,HISTORICAL_LIVE,i_89fb7496255d98f1b8594ba4,datasets/t17-v2/stages/h/replay-pairs.jsonl#L119,t17-live-reference-v2-defense-c2-tool-return-grid-p11-defense-enforce-s05-r2--replay--tool-return,source-block:datasets/t17-v2/stages/h/replay-pairs.jsonl
i_f879e828205903e1ea87d555,i_6e89f2325a46f4045df578c8,RIR,legacy_v2,HISTORICAL_LIVE,i_6e89f2325a46f4045df578c8,datasets/t17-v2/stages/f/core-trials.jsonl#L250,run-f0dd00227515173a1c001c7d,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_2452a18153f9ad4f75e13470,i_d98eb61fa535473b0dc8d32d,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_d98eb61fa535473b0dc8d32d,datasets/t17-v2/stages/g/core-trials.jsonl#L153,run-05b90ce0a3a8e1c604eb9b22,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_0277e1ca738a6cc536bc1c4c,i_ab7bad4aadfd2d76b8dcfb24,TaskSuccess,mechanical_public_obligations,T18_SCRIPTED,i_ab7bad4aadfd2d76b8dcfb24,datasets/t18-local/scripted/cores/c204.json,t18-scripted-ha-attack.causal_only.on,source-block:datasets/t18-local/scripted/cores/c204.json
i_14e4a4b2bec4ad83a2be1b3a,i_f1b6932524d2112c00a3d662,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_f1b6932524d2112c00a3d662,datasets/t17-v2/stages/h/core-trials.jsonl#L154,run-92fb6717475ad5d2cf48336d,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_00da20ac264480885d5c579f,i_64938c9f28c6b1d0ae736765,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_64938c9f28c6b1d0ae736765,datasets/t17-v2/stages/g/core-trials.jsonl#L250,run-09c1441a949aee3b9986a075,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_58bc4716eca87bbdffeb6482,i_81f7259bb775176d4953c002,CI,precise_control_semantics,HISTORICAL_LIVE,i_81f7259bb775176d4953c002,datasets/t17-v2/stages/g/replay-pairs.jsonl#L35,t17-live-reference-v2-model2-c1-context-grid-p10-s02-r2--replay--context-input,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_69b29914b7720030d3081ec7,i_2ba14cd69d7b474d1ab7168a,RIR,legacy_v2,HISTORICAL_LIVE,i_2ba14cd69d7b474d1ab7168a,datasets/t17-v2/stages/h/core-trials.jsonl#L189,run-1bf0123c271882848f9fc0a8,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_64451bb41666089e48aebb45,i_5f6436a547d153dc86a94483,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_5f6436a547d153dc86a94483,datasets/t17-v2/stages/g/core-trials.jsonl#L301,run-9a5c50fc3a123cb1b0ccb59e,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_5d26ec726a4aaa419daf7ddc,i_fa2e4e91e510043fbacb1f11,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_fa2e4e91e510043fbacb1f11,datasets/t17-v2/stages/h/core-trials.jsonl#L112,run-73b0536eecd3b6e7938b3db2,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_76d7c71cd0035e133bde2e50,i_da7a02c452027da8a78e8d9d,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_da7a02c452027da8a78e8d9d,datasets/t17-v2/stages/g/core-trials.jsonl#L344,run-09271cf6cf6fefc9a3e81259,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
